areaCode,areaName,areaType,date,newPeopleVaccinatedCompleteByVaccinationDate
E12000004,East Midlands,region,2021-05-04,21656
E12000004,East Midlands,region,2021-05-03,14502
E12000004,East Midlands,region,2021-05-02,20023
E12000004,East Midlands,region,2021-05-01,30207
E12000004,East Midlands,region,2021-04-30,31738
E12000004,East Midlands,region,2021-04-29,38154
E12000004,East Midlands,region,2021-04-28,33231
E12000004,East Midlands,region,2021-04-27,28226
E12000004,East Midlands,region,2021-04-26,24534
E12000004,East Midlands,region,2021-04-25,26238
E12000004,East Midlands,region,2021-04-24,42144
E12000004,East Midlands,region,2021-04-23,37791
E12000004,East Midlands,region,2021-04-22,35698
E12000004,East Midlands,region,2021-04-21,34732
E12000004,East Midlands,region,2021-04-20,28545
E12000004,East Midlands,region,2021-04-19,18925
E12000004,East Midlands,region,2021-04-18,20593
E12000004,East Midlands,region,2021-04-17,36189
E12000004,East Midlands,region,2021-04-16,37215
E12000004,East Midlands,region,2021-04-15,34269
E12000004,East Midlands,region,2021-04-14,26567
E12000004,East Midlands,region,2021-04-13,21514
E12000004,East Midlands,region,2021-04-12,14595
E12000004,East Midlands,region,2021-04-11,17268
E12000004,East Midlands,region,2021-04-10,34574
E12000004,East Midlands,region,2021-04-09,36830
E12000004,East Midlands,region,2021-04-08,35447
E12000004,East Midlands,region,2021-04-07,29445
E12000004,East Midlands,region,2021-04-06,12696
E12000004,East Midlands,region,2021-04-05,6028
E12000004,East Midlands,region,2021-04-04,5793
E12000004,East Midlands,region,2021-04-03,12849
E12000004,East Midlands,region,2021-04-02,20856
E12000004,East Midlands,region,2021-04-01,27650
E12000004,East Midlands,region,2021-03-31,23827
E12000004,East Midlands,region,2021-03-30,16623
E12000004,East Midlands,region,2021-03-29,9890
E12000004,East Midlands,region,2021-03-28,8719
E12000004,East Midlands,region,2021-03-27,16994
E12000004,East Midlands,region,2021-03-26,17279
E12000004,East Midlands,region,2021-03-25,18438
E12000004,East Midlands,region,2021-03-24,16667
E12000004,East Midlands,region,2021-03-23,7341
E12000004,East Midlands,region,2021-03-22,4479
E12000004,East Midlands,region,2021-03-21,1405
E12000004,East Midlands,region,2021-03-20,4646
E12000004,East Midlands,region,2021-03-19,5622
E12000004,East Midlands,region,2021-03-18,6919
E12000004,East Midlands,region,2021-03-17,8115
E12000004,East Midlands,region,2021-03-16,4217
E12000004,East Midlands,region,2021-03-15,2053
E12000004,East Midlands,region,2021-03-14,915
E12000004,East Midlands,region,2021-03-13,2714
E12000004,East Midlands,region,2021-03-12,5324
E12000004,East Midlands,region,2021-03-11,3715
E12000004,East Midlands,region,2021-03-10,3459
E12000004,East Midlands,region,2021-03-09,2887
E12000004,East Midlands,region,2021-03-08,2964
E12000004,East Midlands,region,2021-03-07,1791
E12000004,East Midlands,region,2021-03-06,1012
E12000004,East Midlands,region,2021-03-05,2196
E12000004,East Midlands,region,2021-03-04,3974
E12000004,East Midlands,region,2021-03-03,4092
E12000004,East Midlands,region,2021-03-02,2498
E12000004,East Midlands,region,2021-03-01,1327
E12000004,East Midlands,region,2021-02-28,1397
E12000004,East Midlands,region,2021-02-27,2117
E12000004,East Midlands,region,2021-02-26,2137
E12000004,East Midlands,region,2021-02-25,1805
E12000004,East Midlands,region,2021-02-24,1449
E12000004,East Midlands,region,2021-02-23,887
E12000004,East Midlands,region,2021-02-22,770
E12000004,East Midlands,region,2021-02-21,558
E12000004,East Midlands,region,2021-02-20,510
E12000004,East Midlands,region,2021-02-19,486
E12000004,East Midlands,region,2021-02-18,581
E12000004,East Midlands,region,2021-02-17,590
E12000004,East Midlands,region,2021-02-16,208
E12000004,East Midlands,region,2021-02-15,75
E12000004,East Midlands,region,2021-02-14,66
E12000004,East Midlands,region,2021-02-13,77
E12000004,East Midlands,region,2021-02-12,257
E12000004,East Midlands,region,2021-02-11,157
E12000004,East Midlands,region,2021-02-10,176
E12000004,East Midlands,region,2021-02-09,98
E12000004,East Midlands,region,2021-02-08,56
E12000004,East Midlands,region,2021-02-07,28
E12000004,East Midlands,region,2021-02-06,24
E12000004,East Midlands,region,2021-02-05,163
E12000004,East Midlands,region,2021-02-04,117
E12000004,East Midlands,region,2021-02-03,90
E12000004,East Midlands,region,2021-02-02,112
E12000004,East Midlands,region,2021-02-01,51
E12000004,East Midlands,region,2021-01-31,126
E12000004,East Midlands,region,2021-01-30,55
E12000004,East Midlands,region,2021-01-29,113
E12000004,East Midlands,region,2021-01-28,54
E12000004,East Midlands,region,2021-01-27,30
E12000004,East Midlands,region,2021-01-26,12
E12000004,East Midlands,region,2021-01-25,12
E12000004,East Midlands,region,2021-01-24,22
E12000004,East Midlands,region,2021-01-23,27
E12000004,East Midlands,region,2021-01-22,23
E12000004,East Midlands,region,2021-01-21,40
E12000004,East Midlands,region,2021-01-20,47
E12000004,East Midlands,region,2021-01-19,95
E12000004,East Midlands,region,2021-01-18,25
E12000004,East Midlands,region,2021-01-17,44
E12000004,East Midlands,region,2021-01-16,52
E12000004,East Midlands,region,2021-01-15,210
E12000004,East Midlands,region,2021-01-14,54
E12000004,East Midlands,region,2021-01-13,138
E12000004,East Midlands,region,2021-01-12,929
E12000004,East Midlands,region,2021-01-11,1263
E12000004,East Midlands,region,2021-01-10,1748
E12000004,East Midlands,region,2021-01-09,1677
E12000004,East Midlands,region,2021-01-08,3277
E12000004,East Midlands,region,2021-01-07,3316
E12000004,East Midlands,region,2021-01-06,4035
E12000004,East Midlands,region,2021-01-05,2739
E12000004,East Midlands,region,2021-01-04,1509
E12000004,East Midlands,region,2021-01-03,479
E12000004,East Midlands,region,2021-01-02,487
E12000004,East Midlands,region,2021-01-01,3
E12000004,East Midlands,region,2020-12-31,476
E12000004,East Midlands,region,2020-12-30,576
E12000004,East Midlands,region,2020-12-29,312
E12000005,West Midlands,region,2021-10-02,3034
E12000005,West Midlands,region,2021-10-01,2728
E12000005,West Midlands,region,2021-09-30,2658
E12000005,West Midlands,region,2021-09-29,2739
E12000005,West Midlands,region,2021-09-28,2996
E12000005,West Midlands,region,2021-09-27,2465
E12000005,West Midlands,region,2021-09-26,2005
E12000005,West Midlands,region,2021-09-25,4462
E12000005,West Midlands,region,2021-09-24,3755
E12000005,West Midlands,region,2021-09-23,3773
E12000005,West Midlands,region,2021-09-22,3947
E12000005,West Midlands,region,2021-09-21,4193
E12000005,West Midlands,region,2021-09-20,3678
E12000005,West Midlands,region,2021-09-19,3627
E12000005,West Midlands,region,2021-09-18,7754
E12000005,West Midlands,region,2021-09-17,5779
E12000005,West Midlands,region,2021-09-16,5919
E12000005,West Midlands,region,2021-09-15,5140
E12000005,West Midlands,region,2021-09-14,5653
E12000005,West Midlands,region,2021-09-13,5100
E12000005,West Midlands,region,2021-09-12,4473
E12000005,West Midlands,region,2021-09-11,9212
E12000005,West Midlands,region,2021-09-10,6922
E12000005,West Midlands,region,2021-09-09,8899
E12000005,West Midlands,region,2021-09-08,6356
E12000005,West Midlands,region,2021-09-07,6964
E12000005,West Midlands,region,2021-09-06,6386
E12000005,West Midlands,region,2021-09-05,6240
E12000005,West Midlands,region,2021-09-04,12920
E12000005,West Midlands,region,2021-09-03,9154
E12000005,West Midlands,region,2021-09-02,10899
E12000005,West Midlands,region,2021-09-01,10029
E12000005,West Midlands,region,2021-08-31,9889
E12000005,West Midlands,region,2021-08-30,4782
E12000005,West Midlands,region,2021-08-29,6960
E12000005,West Midlands,region,2021-08-28,13051
E12000005,West Midlands,region,2021-08-27,11714
E12000005,West Midlands,region,2021-08-26,13276
E12000005,West Midlands,region,2021-08-25,11994
E12000005,West Midlands,region,2021-08-24,11629
E12000005,West Midlands,region,2021-08-23,10978
E12000005,West Midlands,region,2021-08-22,8988
E12000005,West Midlands,region,2021-08-21,18291
E12000005,West Midlands,region,2021-08-20,14554
E12000005,West Midlands,region,2021-08-19,16076
E12000005,West Midlands,region,2021-08-18,13664
E12000005,West Midlands,region,2021-08-17,11247
E12000005,West Midlands,region,2021-08-16,11498
E12000005,West Midlands,region,2021-08-15,9193
E12000005,West Midlands,region,2021-08-14,14953
E12000005,West Midlands,region,2021-08-13,12767
E12000005,West Midlands,region,2021-08-12,17754
E12000005,West Midlands,region,2021-08-11,14935
E12000005,West Midlands,region,2021-08-10,11118
E12000005,West Midlands,region,2021-08-09,9948
E12000005,West Midlands,region,2021-08-08,7319
E12000005,West Midlands,region,2021-08-07,16440
E12000005,West Midlands,region,2021-08-06,13674
E12000005,West Midlands,region,2021-08-05,13249
E12000005,West Midlands,region,2021-08-04,12711
E12000005,West Midlands,region,2021-08-03,8856
E12000005,West Midlands,region,2021-08-02,6830
E12000005,West Midlands,region,2021-08-01,6979
E12000005,West Midlands,region,2021-07-31,15958
E12000005,West Midlands,region,2021-07-30,12346
E12000005,West Midlands,region,2021-07-29,11905
E12000005,West Midlands,region,2021-07-28,12043
E12000005,West Midlands,region,2021-07-27,9044
E12000005,West Midlands,region,2021-07-26,9136
E12000005,West Midlands,region,2021-07-25,9235
E12000005,West Midlands,region,2021-07-24,18133
E12000005,West Midlands,region,2021-07-23,13982
E12000005,West Midlands,region,2021-07-22,14163
E12000005,West Midlands,region,2021-07-21,13365
E12000005,West Midlands,region,2021-07-20,9926
E12000005,West Midlands,region,2021-07-19,10782
E12000005,West Midlands,region,2021-07-18,8208
E12000005,West Midlands,region,2021-07-17,19884
E12000005,West Midlands,region,2021-07-16,13813
E12000005,West Midlands,region,2021-07-15,18445
E12000005,West Midlands,region,2021-07-14,13833
E12000005,West Midlands,region,2021-07-13,8969
E12000005,West Midlands,region,2021-07-12,8265
E12000005,West Midlands,region,2021-07-11,6929
E12000005,West Midlands,region,2021-07-10,15787
E12000005,West Midlands,region,2021-07-09,11639
E12000005,West Midlands,region,2021-07-08,11115
E12000005,West Midlands,region,2021-07-07,11079
E12000005,West Midlands,region,2021-07-06,9047
E12000005,West Midlands,region,2021-07-05,10148
E12000005,West Midlands,region,2021-07-04,6914
E12000005,West Midlands,region,2021-07-03,14824
E12000005,West Midlands,region,2021-07-02,9637
E12000005,West Midlands,region,2021-07-01,11907
E12000005,West Midlands,region,2021-06-30,9277
E12000005,West Midlands,region,2021-06-29,10730
E12000005,West Midlands,region,2021-06-28,9117
E12000005,West Midlands,region,2021-06-27,10350
E12000005,West Midlands,region,2021-06-26,15700
E12000005,West Midlands,region,2021-06-25,9324
E12000005,West Midlands,region,2021-06-24,14236
E12000005,West Midlands,region,2021-06-23,9258
E12000005,West Midlands,region,2021-06-22,8663
E12000005,West Midlands,region,2021-06-21,7512
E12000005,West Midlands,region,2021-06-20,5832
E12000005,West Midlands,region,2021-06-19,18343
E12000005,West Midlands,region,2021-06-18,13059
E12000005,West Midlands,region,2021-06-17,13835
E12000005,West Midlands,region,2021-06-16,15901
E12000005,West Midlands,region,2021-06-15,15835
E12000005,West Midlands,region,2021-06-14,14410
E12000005,West Midlands,region,2021-06-13,16436
E12000005,West Midlands,region,2021-06-12,31485
E12000005,West Midlands,region,2021-06-11,24759
E12000005,West Midlands,region,2021-06-10,24134
E12000005,West Midlands,region,2021-06-09,21077
E12000005,West Midlands,region,2021-06-08,22879
E12000005,West Midlands,region,2021-06-07,24704
E12000005,West Midlands,region,2021-06-06,21042
E12000005,West Midlands,region,2021-06-05,46218
E12000005,West Midlands,region,2021-06-04,30751
E12000005,West Midlands,region,2021-06-03,28554
E12000005,West Midlands,region,2021-06-02,29642
E12000005,West Midlands,region,2021-06-01,27501
E12000005,West Midlands,region,2021-05-31,15836
E12000005,West Midlands,region,2021-05-30,17451
E12000005,West Midlands,region,2021-05-29,37135
E12000005,West Midlands,region,2021-05-28,40868
E12000005,West Midlands,region,2021-05-27,42786
E12000005,West Midlands,region,2021-05-26,41536
E12000005,West Midlands,region,2021-05-25,38055
E12000005,West Midlands,region,2021-05-24,34034
E12000005,West Midlands,region,2021-05-23,26945
E12000005,West Midlands,region,2021-05-22,60397
E12000005,West Midlands,region,2021-05-21,41729
E12000005,West Midlands,region,2021-05-20,43985
E12000005,West Midlands,region,2021-05-19,34617
E12000005,West Midlands,region,2021-05-18,30404
E12000005,West Midlands,region,2021-05-17,22818
E12000005,West Midlands,region,2021-05-16,15418
E12000005,West Midlands,region,2021-05-15,32128
E12000005,West Midlands,region,2021-05-14,39862
E12000005,West Midlands,region,2021-05-13,48386
E12000005,West Midlands,region,2021-05-12,50303
E12000005,West Midlands,region,2021-05-11,32893
E12000005,West Midlands,region,2021-05-10,18577
E12000005,West Midlands,region,2021-05-09,14743
E12000005,West Midlands,region,2021-05-08,41974
E12000005,West Midlands,region,2021-05-07,45215
E12000005,West Midlands,region,2021-05-06,49102
E12000005,West Midlands,region,2021-05-05,39352
E12000005,West Midlands,region,2021-05-04,21757
E12000005,West Midlands,region,2021-05-03,11770
E12000005,West Midlands,region,2021-05-02,16181
E12000005,West Midlands,region,2021-05-01,37236
E12000005,West Midlands,region,2021-04-30,38231
E12000005,West Midlands,region,2021-04-29,44803
E12000005,West Midlands,region,2021-04-28,41595
E12000005,West Midlands,region,2021-04-27,31173
E12000005,West Midlands,region,2021-04-26,29587
E12000005,West Midlands,region,2021-04-25,24713
E12000005,West Midlands,region,2021-04-24,51877
E12000005,West Midlands,region,2021-04-23,42662
E12000005,West Midlands,region,2021-04-22,39631
E12000005,West Midlands,region,2021-04-21,32168
E12000005,West Midlands,region,2021-04-20,29171
E12000005,West Midlands,region,2021-04-19,19655
E12000005,West Midlands,region,2021-04-18,21487
E12000005,West Midlands,region,2021-04-17,40227
E12000005,West Midlands,region,2021-04-16,47863
E12000005,West Midlands,region,2021-04-15,41234
E12000005,West Midlands,region,2021-04-14,30272
E12000005,West Midlands,region,2021-04-13,25422
E12000005,West Midlands,region,2021-04-12,20087
E12000005,West Midlands,region,2021-04-11,15537
E12000005,West Midlands,region,2021-04-10,44958
E12000005,West Midlands,region,2021-04-09,39372
E12000005,West Midlands,region,2021-04-08,35108
E12000005,West Midlands,region,2021-04-07,34193
E12000005,West Midlands,region,2021-04-06,17231
E12000005,West Midlands,region,2021-04-05,6323
E12000005,West Midlands,region,2021-04-04,5597
E12000005,West Midlands,region,2021-04-03,13273
E12000005,West Midlands,region,2021-04-02,20198
E12000005,West Midlands,region,2021-04-01,44869
E12000005,West Midlands,region,2021-03-31,42454
E12000005,West Midlands,region,2021-03-30,24452
E12000005,West Midlands,region,2021-03-29,11788
E12000005,West Midlands,region,2021-03-28,10072
E12000005,West Midlands,region,2021-03-27,30579
E12000005,West Midlands,region,2021-03-26,28054
E12000005,West Midlands,region,2021-03-25,24236
E12000005,West Midlands,region,2021-03-24,22987
E12000005,West Midlands,region,2021-03-23,10922
E12000005,West Midlands,region,2021-03-22,4830
E12000005,West Midlands,region,2021-03-21,2763
E12000005,West Midlands,region,2021-03-20,10245
E12000005,West Midlands,region,2021-03-19,11958
E12000005,West Midlands,region,2021-03-18,9793
E12000005,West Midlands,region,2021-03-17,9912
E12000005,West Midlands,region,2021-03-16,4621
E12000005,West Midlands,region,2021-03-15,1925
E12000005,West Midlands,region,2021-03-14,985
E12000005,West Midlands,region,2021-03-13,3774
E12000005,West Midlands,region,2021-03-12,5051
E12000005,West Midlands,region,2021-03-11,4416
E12000005,West Midlands,region,2021-03-10,6013
E12000005,West Midlands,region,2021-03-09,5137
E12000005,West Midlands,region,2021-03-08,1347
E12000005,West Midlands,region,2021-03-07,748
E12000005,West Midlands,region,2021-03-06,4234
E12000005,West Midlands,region,2021-03-05,5315
E12000005,West Midlands,region,2021-03-04,7075
E12000005,West Midlands,region,2021-03-03,7957
E12000005,West Midlands,region,2021-03-02,3778
E12000005,West Midlands,region,2021-03-01,907
E12000005,West Midlands,region,2021-02-28,953
E12000005,West Midlands,region,2021-02-27,1847
E12000005,West Midlands,region,2021-02-26,1815
E12000005,West Midlands,region,2021-02-25,1865
E12000005,West Midlands,region,2021-02-24,1451
E12000005,West Midlands,region,2021-02-23,1042
E12000005,West Midlands,region,2021-02-22,128
E12000005,West Midlands,region,2021-02-21,684
E12000005,West Midlands,region,2021-02-20,464
E12000005,West Midlands,region,2021-02-19,595
E12000005,West Midlands,region,2021-02-18,396
E12000005,West Midlands,region,2021-02-17,236
E12000005,West Midlands,region,2021-02-16,139
E12000005,West Midlands,region,2021-02-15,37
E12000005,West Midlands,region,2021-02-14,39
E12000005,West Midlands,region,2021-02-13,110
E12000005,West Midlands,region,2021-02-12,262
E12000005,West Midlands,region,2021-02-11,176
E12000005,West Midlands,region,2021-02-10,220
E12000005,West Midlands,region,2021-02-09,74
E12000005,West Midlands,region,2021-02-08,37
E12000005,West Midlands,region,2021-02-07,9
E12000005,West Midlands,region,2021-02-06,44
E12000005,West Midlands,region,2021-02-05,85
E12000005,West Midlands,region,2021-02-04,256
E12000005,West Midlands,region,2021-02-03,151
E12000005,West Midlands,region,2021-02-02,52
E12000005,West Midlands,region,2021-02-01,49
E12000005,West Midlands,region,2021-01-31,195
E12000005,West Midlands,region,2021-01-30,232
E12000005,West Midlands,region,2021-01-29,214
E12000005,West Midlands,region,2021-01-28,62
E12000005,West Midlands,region,2021-01-27,39
E12000005,West Midlands,region,2021-01-26,26
E12000005,West Midlands,region,2021-01-25,24
E12000005,West Midlands,region,2021-01-24,16
E12000005,West Midlands,region,2021-01-23,29
E12000005,West Midlands,region,2021-01-22,93
E12000005,West Midlands,region,2021-01-21,43
E12000005,West Midlands,region,2021-01-20,53
E12000005,West Midlands,region,2021-01-19,68
E12000005,West Midlands,region,2021-01-18,42
E12000005,West Midlands,region,2021-01-17,69
E12000005,West Midlands,region,2021-01-16,58
E12000005,West Midlands,region,2021-01-15,91
E12000005,West Midlands,region,2021-01-14,112
E12000005,West Midlands,region,2021-01-13,164
E12000005,West Midlands,region,2021-01-12,131
E12000005,West Midlands,region,2021-01-11,765
E12000005,West Midlands,region,2021-01-10,5366
E12000005,West Midlands,region,2021-01-09,8072
E12000005,West Midlands,region,2021-01-08,6445
E12000005,West Midlands,region,2021-01-07,7967
E12000005,West Midlands,region,2021-01-06,8031
E12000005,West Midlands,region,2021-01-05,3823
E12000005,West Midlands,region,2021-01-04,960
E12000005,West Midlands,region,2021-01-03,520
E12000005,West Midlands,region,2021-01-02,553
E12000005,West Midlands,region,2021-01-01,170
E12000005,West Midlands,region,2020-12-31,572
E12000005,West Midlands,region,2020-12-30,353
E12000005,West Midlands,region,2020-12-29,61
E12000006,East of England,region,2021-10-02,3112
E12000006,East of England,region,2021-10-01,2923
E12000006,East of England,region,2021-09-30,3235
E12000006,East of England,region,2021-09-29,3181
E12000006,East of England,region,2021-09-28,3109
E12000006,East of England,region,2021-09-27,2615
E12000006,East of England,region,2021-09-26,2598
E12000006,East of England,region,2021-09-25,4776
E12000006,East of England,region,2021-09-24,4573
E12000006,East of England,region,2021-09-23,5151
E12000006,East of England,region,2021-09-22,5006
E12000006,East of England,region,2021-09-21,4631
E12000006,East of England,region,2021-09-20,4606
E12000006,East of England,region,2021-09-19,3590
E12000006,East of England,region,2021-09-18,5824
E12000006,East of England,region,2021-09-17,6463
E12000006,East of England,region,2021-09-16,6952
E12000006,East of England,region,2021-09-15,6937
E12000006,East of England,region,2021-09-14,7179
E12000006,East of England,region,2021-09-13,5694
E12000006,East of England,region,2021-09-12,5868
E12000006,East of England,region,2021-09-11,9767
E12000006,East of England,region,2021-09-10,11004
E12000006,East of England,region,2021-09-09,9869
E12000006,East of England,region,2021-09-08,8124
E12000006,East of England,region,2021-09-07,8182
E12000006,East of England,region,2021-09-06,6479
E12000006,East of England,region,2021-09-05,6836
E12000006,East of England,region,2021-09-04,12573
E12000006,East of England,region,2021-09-03,12201
E12000006,East of England,region,2021-09-02,11752
E12000006,East of England,region,2021-09-01,11566
E12000006,East of England,region,2021-08-31,12146
E12000006,East of England,region,2021-08-30,4462
E12000006,East of England,region,2021-08-29,6778
E12000006,East of England,region,2021-08-28,12070
E12000006,East of England,region,2021-08-27,13908
E12000006,East of England,region,2021-08-26,15113
E12000006,East of England,region,2021-08-25,14242
E12000006,East of England,region,2021-08-24,13880
E12000006,East of England,region,2021-08-23,9799
E12000006,East of England,region,2021-08-22,10551
E12000006,East of England,region,2021-08-21,15287
E12000006,East of England,region,2021-08-20,15722
E12000006,East of England,region,2021-08-19,16566
E12000006,East of England,region,2021-08-18,16783
E12000006,East of England,region,2021-08-17,12125
E12000006,East of England,region,2021-08-16,11937
E12000006,East of England,region,2021-08-15,10947
E12000006,East of England,region,2021-08-14,15754
E12000006,East of England,region,2021-08-13,15660
E12000006,East of England,region,2021-08-12,17828
E12000006,East of England,region,2021-08-11,17370
E12000006,East of England,region,2021-08-10,11571
E12000006,East of England,region,2021-08-09,9958
E12000006,East of England,region,2021-08-08,9433
E12000006,East of England,region,2021-08-07,20739
E12000006,East of England,region,2021-08-06,15225
E12000006,East of England,region,2021-08-05,14729
E12000006,East of England,region,2021-08-04,13647
E12000006,East of England,region,2021-08-03,10325
E12000006,East of England,region,2021-08-02,7403
E12000006,East of England,region,2021-08-01,12115
E12000006,East of England,region,2021-07-31,21717
E12000006,East of England,region,2021-07-30,18139
E12000006,East of England,region,2021-07-29,20120
E12000006,East of England,region,2021-07-28,16455
E12000006,East of England,region,2021-07-27,12986
E12000006,East of England,region,2021-07-26,10030
E12000006,East of England,region,2021-07-25,10807
E12000006,East of England,region,2021-07-24,18166
E12000006,East of England,region,2021-07-23,18315
E12000006,East of England,region,2021-07-22,17951
E12000006,East of England,region,2021-07-21,15552
E12000006,East of England,region,2021-07-20,12869
E12000006,East of England,region,2021-07-19,10393
E12000006,East of England,region,2021-07-18,10921
E12000006,East of England,region,2021-07-17,25387
E12000006,East of England,region,2021-07-16,20904
E12000006,East of England,region,2021-07-15,22034
E12000006,East of England,region,2021-07-14,15783
E12000006,East of England,region,2021-07-13,12727
E12000006,East of England,region,2021-07-12,10947
E12000006,East of England,region,2021-07-11,8620
E12000006,East of England,region,2021-07-10,18841
E12000006,East of England,region,2021-07-09,17564
E12000006,East of England,region,2021-07-08,15268
E12000006,East of England,region,2021-07-07,13946
E12000006,East of England,region,2021-07-06,11420
E12000006,East of England,region,2021-07-05,12438
E12000006,East of England,region,2021-07-04,9088
E12000006,East of England,region,2021-07-03,16414
E12000006,East of England,region,2021-07-02,14533
E12000006,East of England,region,2021-07-01,14598
E12000006,East of England,region,2021-06-30,14070
E12000006,East of England,region,2021-06-29,11625
E12000006,East of England,region,2021-06-28,11544
E12000006,East of England,region,2021-06-27,11369
E12000006,East of England,region,2021-06-26,19973
E12000006,East of England,region,2021-06-25,13151
E12000006,East of England,region,2021-06-24,15989
E12000006,East of England,region,2021-06-23,11281
E12000006,East of England,region,2021-06-22,13351
E12000006,East of England,region,2021-06-21,11608
E12000006,East of England,region,2021-06-20,9168
E12000006,East of England,region,2021-06-19,20749
E12000006,East of England,region,2021-06-18,17820
E12000006,East of England,region,2021-06-17,18971
E12000006,East of England,region,2021-06-16,20403
E12000006,East of England,region,2021-06-15,23122
E12000006,East of England,region,2021-06-14,20635
E12000006,East of England,region,2021-06-13,15681
E12000006,East of England,region,2021-06-12,30693
E12000006,East of England,region,2021-06-11,26883
E12000006,East of England,region,2021-06-10,28551
E12000006,East of England,region,2021-06-09,28628
E12000006,East of England,region,2021-06-08,30284
E12000006,East of England,region,2021-06-07,27661
E12000006,East of England,region,2021-06-06,25192
E12000006,East of England,region,2021-06-05,46519
E12000006,East of England,region,2021-06-04,36154
E12000006,East of England,region,2021-06-03,37202
E12000006,East of England,region,2021-06-02,33189
E12000006,East of England,region,2021-06-01,36504
E12000006,East of England,region,2021-05-31,21092
E12000006,East of England,region,2021-05-30,17937
E12000006,East of England,region,2021-05-29,48366
E12000006,East of England,region,2021-05-28,43414
E12000006,East of England,region,2021-05-27,40727
E12000006,East of England,region,2021-05-26,42530
E12000006,East of England,region,2021-05-25,33788
E12000006,East of England,region,2021-05-24,30343
E12000006,East of England,region,2021-05-23,30344
E12000006,East of England,region,2021-05-22,67691
E12000006,East of England,region,2021-05-21,40196
E12000006,East of England,region,2021-05-20,42355
E12000006,East of England,region,2021-05-19,40305
E12000006,East of England,region,2021-05-18,33506
E12000006,East of England,region,2021-05-17,24160
E12000006,East of England,region,2021-05-16,16574
E12000006,East of England,region,2021-05-15,40662
E12000006,East of England,region,2021-05-14,33637
E12000006,East of England,region,2021-05-13,46126
E12000006,East of England,region,2021-05-12,44757
E12000006,East of England,region,2021-05-11,35208
E12000006,East of England,region,2021-05-10,21045
E12000006,East of England,region,2021-05-09,13040
E12000006,East of England,region,2021-05-08,41291
E12000006,East of England,region,2021-05-07,47960
E12000006,East of England,region,2021-05-06,46179
E12000006,East of England,region,2021-05-05,40318
E12000006,East of England,region,2021-05-04,21875
E12000006,East of England,region,2021-05-03,8238
E12000006,East of England,region,2021-05-02,14114
E12000006,East of England,region,2021-05-01,39560
E12000006,East of England,region,2021-04-30,37234
E12000006,East of England,region,2021-04-29,43555
E12000006,East of England,region,2021-04-28,48094
E12000006,East of England,region,2021-04-27,34865
E12000006,East of England,region,2021-04-26,29964
E12000006,East of England,region,2021-04-25,27160
E12000006,East of England,region,2021-04-24,61694
E12000006,East of England,region,2021-04-23,37401
E12000006,East of England,region,2021-04-22,35713
E12000006,East of England,region,2021-04-21,34915
E12000006,East of England,region,2021-04-20,26685
E12000006,East of England,region,2021-04-19,21655
E12000006,East of England,region,2021-04-18,23602
E12000006,East of England,region,2021-04-17,57193
E12000006,East of England,region,2021-04-16,53292
E12000006,East of England,region,2021-04-15,43872
E12000006,East of England,region,2021-04-14,32287
E12000006,East of England,region,2021-04-13,28341
E12000006,East of England,region,2021-04-12,21414
E12000006,East of England,region,2021-04-11,27214
E12000006,East of England,region,2021-04-10,60163
E12000006,East of England,region,2021-04-09,63007
E12000006,East of England,region,2021-04-08,60253
E12000006,East of England,region,2021-04-07,54380
E12000006,East of England,region,2021-04-06,20243
E12000006,East of England,region,2021-04-05,7373
E12000006,East of England,region,2021-04-04,6284
E12000006,East of England,region,2021-04-03,27788
E12000006,East of England,region,2021-04-02,33754
E12000006,East of England,region,2021-04-01,44419
E12000006,East of England,region,2021-03-31,33757
E12000006,East of England,region,2021-03-30,26778
E12000006,East of England,region,2021-03-29,12769
E12000006,East of England,region,2021-03-28,10718
E12000006,East of England,region,2021-03-27,23068
E12000006,East of England,region,2021-03-26,18384
E12000006,East of England,region,2021-03-25,17969
E12000006,East of England,region,2021-03-24,17965
E12000006,East of England,region,2021-03-23,14374
E12000006,East of England,region,2021-03-22,8020
E12000006,East of England,region,2021-03-21,6224
E12000006,East of England,region,2021-03-20,7654
E12000006,East of England,region,2021-03-19,9690
E12000006,East of England,region,2021-03-18,9304
E12000006,East of England,region,2021-03-17,8498
E12000006,East of England,region,2021-03-16,4887
E12000006,East of England,region,2021-03-15,3645
E12000006,East of England,region,2021-03-14,1699
E12000006,East of England,region,2021-03-13,2469
E12000006,East of England,region,2021-03-12,3965
E12000006,East of England,region,2021-03-11,4240
E12000006,East of England,region,2021-03-10,6164
E12000006,East of England,region,2021-03-09,5821
E12000006,East of England,region,2021-03-08,2416
E12000006,East of England,region,2021-03-07,1262
E12000006,East of England,region,2021-03-06,2240
E12000006,East of England,region,2021-03-05,2780
E12000006,East of England,region,2021-03-04,4855
E12000006,East of England,region,2021-03-03,4371
E12000006,East of England,region,2021-03-02,2581
E12000006,East of England,region,2021-03-01,1107
E12000006,East of England,region,2021-02-28,789
E12000006,East of England,region,2021-02-27,1528
E12000006,East of England,region,2021-02-26,1979
E12000006,East of England,region,2021-02-25,2047
E12000006,East of England,region,2021-02-24,1585
E12000006,East of England,region,2021-02-23,1306
E12000006,East of England,region,2021-02-22,640
E12000006,East of England,region,2021-02-21,348
E12000006,East of England,region,2021-02-20,518
E12000006,East of England,region,2021-02-19,579
